model,cv_f1_mean,cv_f1_std,test_f1,test_auc,true_positive,false_positive,false_negative,true_negative,false_alarm_rate,miss_rate
DecisionTree,0.9787,0.0175,1.0,1.0,14,0,0,61,0.0,0.0
